Variables,Dim 1,Dim 2,Dim 3,Dim 4,Dim 5
sedation_1,17.821327851456733,4.777792760716735,1.1795164042317563,0.7116286247049081,1.7901931768887491
vasopressors_1,12.332948148871875,1.953351561864441,1.549161157529663,0.28365897691628084,2.3752718555908623
neuromuscular_blocking_agents_1,11.90811309637855,7.3690945064203275,1.2715070570724023,0.3285489341560103,0.7129908654752508
mv_1,10.952893843180831,0.344721335449929,0.2522197087163099,7.1964188058332345e-6,0.027361302499089215
diuretics_1,4.862122355256675,4.519750339330433,1.9595240004698584,1.4034505623490512,0.38392181634905936
anti_bacterial_agents_0,4.115091899553748,0.2743413813082113,3.690660664291091,0.8176912688240254,6.2125730341112835
analgesics_opioid_1,3.6821316713632624,0.3867356067661474,1.6498217344785664,2.0935878932885643,2.9229623207288906
bicarbonate_1,3.596979023283236,0.628587334117532,0.16487898406351884,4.513064239639467,3.2515991984622827
hypoglycemic_agents_1,3.1221046183116976,5.635380856699424,0.8316940030824912,3.4963640350984133,1.0774954264215364
glucocorticoids_1,2.863471678148997,2.7466351263956184,0.23310941536999846,1.6236580852932885,7.457839844971463
analgesics_opioid_0,2.5702723039320166,0.2699566196249975,1.151640269557582,1.461406451001442,2.0403423258421545
anti_bacterial_agents_1,2.5459727453314405,0.16973270507106938,2.283380710056766,0.5058987102444081,3.843666680917522
anticoagulants_0,2.041906249291146,0.00398790803848294,16.306838853742047,10.039607952335592,4.3464077466251
vasopressors_0,1.9646865190304577,0.311176487097552,0.24678738654087276,0.045187976242352906,0.3783900278652144
levelofcare_0,1.9525734979095588,0.4272091871202221,4.611160873747341,0.05891460240809059,17.64094304165224
diuretics_0,1.4887041298900472,1.383875292434516,0.5999749202041966,0.4297141239168325,0.11755072204956238
sedation_0,1.398186369416911,0.37484550924677185,0.09253989223736234,0.05583138649615135,0.1404510213499288
hypoglycemic_agents_0,1.3175384021446939,2.3781492285250616,0.3509776006440134,1.4754771051236246,0.45470660852271205
anticholesteremic_agents_1,1.307071939497952,14.574696189885069,0.16577579472248619,1.1396060057651243,0.3484808448171223
glucocorticoids_0,1.1818243630859675,1.1336030782676882,0.09620992184112476,0.6701231575517174,3.0780317794091188
mv_0,0.9036137420624198,0.028439510174618723,0.02080812596909531,5.937045514801861e-7,0.0022573074561748454
benzodiazepines_1,0.8998366432237311,0.282644768814247,4.3724492969563356,10.18917580319052,1.2092598053753727
benzodiazepines_0,0.7270078933770019,0.22835809087915598,3.532646926768484,8.232173352473342,0.9770011371195702
platelet_aggregation_inhibitors_1,0.592691062795493,8.592367563724356,2.154168634720675,0.7890865196890753,7.923204307006097
anticholesteremic_agents_0,0.5794685598440932,6.46144864418244,0.07349393566030112,0.5052253292225427,0.15449317453559447
anticoagulants_1,0.5508955276679925,0.0010759165382413672,4.3994990455844665,2.708633230542197,1.1726378671246778
neuromuscular_blocking_agents_0,0.4273246326451475,0.2644411904217733,0.04562824367484587,0.011790033522344688,0.025585796607962008
antipsychotic_agents_1,0.41710276152588444,0.21987992751521893,2.4234792409262007,12.719835719571076,2.51522339329478
bronchodilator_agents_1,0.3156180506074986,4.212566693037456,0.9334798541215134,4.560747597287088,1.794467994051867
platelet_aggregation_inhibitors_0,0.2043127576717378,2.96196521606647,0.7425860821552605,0.27201429715989733,2.7312909257070674
levelofcare_1,0.20147573672697477,0.0440814575245067,0.4758013130873123,0.006079086363127176,1.8202756514316247
factor_xa_inhibitors_1,0.19835856573971636,3.4954525797491423,18.661552920294742,9.747339091058272,7.504510326525154
male_0,0.1860995768205723,0.09353451503575062,1.981545757675348,0.12887694065571567,1.5760523118277179
male_1,0.16810313422693496,0.08448941907624952,1.7899237503397194,0.11641411562527505,1.4236428574971378
antipsychotic_agents_0,0.15624801860334606,0.08236771887871695,0.9078430172358442,4.764890840982191,0.9422106679643941
bronchodilator_agents_0,0.13245609992708182,1.7678968416681782,0.3917554797624732,1.9140186637794994,0.7530882073398059
bicarbonate_0,0.12462651335150696,0.021779011576353972,0.0057126529723320356,0.15636662240088345,0.11265994833381521
antihypertensive_agents_1,0.08711319490527522,11.190442041370288,0.04727084713229605,0.76156137926251,1.5755162493840558
antihypertensive_agents_0,0.06498363329627384,8.347708780860945,0.0352625270946578,0.5681002224337295,1.1752842989356789
factor_xa_inhibitors_0,0.023864613989384217,0.42053957298405065,2.245180364278672,1.172707031653856,0.9028712294525775
antidepressive_agents_1,0.01014225011252784,1.208776111338888,12.657583434567238,7.498484661436524,4.022135874701114
antidepressive_agents_0,0.0027363255435558253,0.32612141420286767,3.414949196422824,2.023051580211611,1.0851510277785967
